Month,Season,Date,Year,Day,Max.Temp,Min.Temp,Mean.Temp,Total.Precip,Season.Yr
6,Summer,2019-06-12,2019,12,29.9,14.3,22.1,0,2019
6,Summer,2019-06-13,2019,13,24.7,15.1,19.9,0,2019
6,Summer,2019-06-14,2019,14,20.1,12.4,16.3,0,2019
6,Summer,2019-06-15,2019,15,22,11.8,16.9,0,2019
6,Summer,2019-06-16,2019,16,22.7,11.5,17.1,0,2019
6,Summer,2019-06-17,2019,17,23.5,12.7,18.1,0,2019
6,Summer,2019-06-18,2019,18,22,14.3,18.2,0,2019
6,Summer,2019-06-19,2019,19,20,12.4,16.2,0,2019
6,Summer,2019-06-20,2019,20,19.5,10.8,15.2,0.2,2019
6,Summer,2019-06-21,2019,21,22,11.2,16.6,0,2019
6,Summer,2019-06-22,2019,22,19.5,13.2,16.4,0,2019
6,Summer,2019-06-23,2019,23,19,11.9,15.5,0,2019
6,Summer,2019-06-24,2019,24,19.9,12.1,16,0.6,2019
6,Summer,2019-06-25,2019,25,21.2,10.7,16,0,2019
6,Summer,2019-06-26,2019,26,21.4,13.4,17.4,0,2019
6,Summer,2019-06-27,2019,27,20.3,13.2,16.8,15.4,2019
6,Summer,2019-06-28,2019,28,19.3,13.2,16.3,0.6,2019
6,Summer,2019-06-29,2019,29,21.6,13.5,17.6,0,2019
6,Summer,2019-06-30,2019,30,22.5,10.1,16.3,0,2019
7,Summer,2019-07-01,2019,1,24.4,12.6,18.5,0,2019
7,Summer,2019-07-02,2019,2,20,13.7,16.9,2.8,2019
7,Summer,2019-07-03,2019,3,21.1,14.8,18,0,2019
7,Summer,2019-07-04,2019,4,19.8,14.5,17.2,0,2019
7,Summer,2019-07-05,2019,5,17.9,13.7,15.8,0.4,2019
7,Summer,2019-07-06,2019,6,20.3,12.4,16.4,0.2,2019
7,Summer,2019-07-07,2019,7,18.6,13.8,16.2,2.6,2019
7,Summer,2019-07-08,2019,8,21.4,11.1,16.3,0,2019
7,Summer,2019-07-09,2019,9,22.8,13.3,18.1,0.8,2019
7,Summer,2019-07-10,2019,10,22,15.9,19,14.4,2019
7,Summer,2019-07-11,2019,11,23,14.5,18.8,0,2019
7,Summer,2019-07-12,2019,12,22.6,13.8,18.2,0,2019
7,Summer,2019-07-13,2019,13,24.6,15.4,20,0,2019
7,Summer,2019-07-14,2019,14,23.5,14,18.8,0.4,2019
7,Summer,2019-07-15,2019,15,23.7,14,18.9,0,2019
7,Summer,2019-07-16,2019,16,24.2,14.5,19.4,0,2019
7,Summer,2019-07-17,2019,17,22.5,14.7,18.6,6.8,2019
7,Summer,2019-07-18,2019,18,21.1,15.2,18.2,0,2019
7,Summer,2019-07-19,2019,19,19.7,13.6,16.7,0,2019
7,Summer,2019-07-20,2019,20,22.8,10.4,16.6,0,2019
7,Summer,2019-07-21,2019,21,28.5,11.6,20.1,0,2019
7,Summer,2019-07-22,2019,22,26.4,14.4,20.4,0,2019
7,Summer,2019-07-23,2019,23,23.6,14.1,18.9,0,2019
7,Summer,2019-07-24,2019,24,23.2,14.4,18.8,0,2019
7,Summer,2019-07-25,2019,25,23.8,14.6,19.2,0,2019
7,Summer,2019-07-26,2019,26,29.2,14.4,21.8,0,2019
7,Summer,2019-07-27,2019,27,22.9,17.2,20.1,2.4,2019
7,Summer,2019-07-28,2019,28,23.2,12.6,17.9,0,2019
7,Summer,2019-07-29,2019,29,22.8,14.4,18.6,0,2019
7,Summer,2019-07-30,2019,30,23.3,15.2,19.3,0,2019
7,Summer,2019-07-31,2019,31,23.4,17.4,20.4,0,2019
8,Summer,2019-08-01,2019,1,24.9,16.1,20.5,0,2019
8,Summer,2019-08-02,2019,2,25.2,16.9,21.1,5.2,2019
8,Summer,2019-08-03,2019,3,23.6,13.8,18.7,0,2019
8,Summer,2019-08-04,2019,4,24.5,14.5,19.5,0,2019
8,Summer,2019-08-05,2019,5,25.4,12.9,19.2,0,2019
8,Summer,2019-08-06,2019,6,24.7,13.9,19.3,0,2019
8,Summer,2019-08-07,2019,7,25.8,13.9,19.9,0,2019
8,Summer,2019-08-08,2019,8,23.2,14.5,18.9,0,2019
8,Summer,2019-08-09,2019,9,22.6,16.2,19.4,0,2019
8,Summer,2019-08-10,2019,10,19.9,16.1,18,3.2,2019
8,Summer,2019-08-11,2019,11,20.9,15.1,18,3,2019
8,Summer,2019-08-12,2019,12,23.3,14,18.7,0,2019
8,Summer,2019-08-13,2019,13,23.8,11.9,17.9,0,2019
8,Summer,2019-08-14,2019,14,24.6,13.7,19.2,0,2019
8,Summer,2019-08-15,2019,15,23.9,14.2,19.1,0,2019
8,Summer,2019-08-16,2019,16,22.1,14.2,18.2,0,2019
8,Summer,2019-08-17,2019,17,21.7,17,19.4,0,2019
8,Summer,2019-08-18,2019,18,22.2,14.4,18.3,0,2019
8,Summer,2019-08-19,2019,19,23.4,13.4,18.4,0,2019
8,Summer,2019-08-20,2019,20,25.1,11.8,18.5,0,2019
8,Summer,2019-08-21,2019,21,19.8,15.7,17.8,12.4,2019
8,Summer,2019-08-22,2019,22,20.6,14.7,17.7,0,2019
8,Summer,2019-08-23,2019,23,19.4,14.1,16.8,1,2019
8,Summer,2019-08-24,2019,24,21.6,12.7,17.2,0,2019
8,Summer,2019-08-25,2019,25,20.5,13.7,17.1,0,2019
8,Summer,2019-08-26,2019,26,21.2,10,15.6,0,2019
8,Summer,2019-08-27,2019,27,23.8,12,17.9,0,2019
8,Summer,2019-08-28,2019,28,23.9,12.5,18.2,0,2019
8,Summer,2019-08-29,2019,29,26,12.9,19.5,0,2019
8,Summer,2019-08-30,2019,30,22.9,16.4,19.7,0,2019
8,Summer,2019-08-31,2019,31,24.9,16.1,20.5,1,2019
9,Fall,2019-09-01,2019,1,23.8,15.6,19.7,0,2019
9,Fall,2019-09-02,2019,2,22.7,13.5,18.1,0,2019
9,Fall,2019-09-03,2019,3,24.4,14.8,19.6,0,2019
9,Fall,2019-09-04,2019,4,21.9,13.7,17.8,0,2019
9,Fall,2019-09-05,2019,5,22.3,11.4,16.9,0,2019
9,Fall,2019-09-06,2019,6,27.6,13.6,20.6,0,2019
9,Fall,2019-09-07,2019,7,20.2,14.9,17.6,0,2019
9,Fall,2019-09-08,2019,8,19.1,14.1,16.6,9,2019
9,Fall,2019-09-09,2019,9,19.4,14.5,17,1.2,2019
9,Fall,2019-09-10,2019,10,20,14.9,17.5,0.2,2019
9,Fall,2019-09-11,2019,11,20,12.7,16.4,0,2019
9,Fall,2019-09-12,2019,12,19.1,14.7,16.9,22,2019
9,Fall,2019-09-13,2019,13,19.8,13.8,16.8,7,2019
9,Fall,2019-09-14,2019,14,16.8,13.7,15.3,9,2019
9,Fall,2019-09-15,2019,15,18.1,12.8,15.5,2,2019
9,Fall,2019-09-16,2019,16,18.2,12.4,15.3,0.4,2019
9,Fall,2019-09-17,2019,17,15.6,12.9,14.3,13.8,2019
9,Fall,2019-09-18,2019,18,17.7,12,14.9,7.2,2019
9,Fall,2019-09-19,2019,19,15.8,9.2,12.5,1.2,2019
9,Fall,2019-09-20,2019,20,19,12.7,15.9,0.6,2019
9,Fall,2019-09-21,2019,21,19.6,12.6,16.1,2.8,2019
9,Fall,2019-09-22,2019,22,16.2,13.8,15,30.4,2019
9,Fall,2019-09-23,2019,23,14.3,11.4,12.9,6.2,2019
9,Fall,2019-09-24,2019,24,17.7,12.1,14.9,0.8,2019
9,Fall,2019-09-25,2019,25,16.2,10.3,13.3,0.4,2019
9,Fall,2019-09-26,2019,26,17.3,12.5,14.9,7.2,2019
9,Fall,2019-09-27,2019,27,15,6.5,10.8,0.8,2019
9,Fall,2019-09-28,2019,28,18.4,6.2,12.3,0,2019
9,Fall,2019-09-29,2019,29,16.2,8,12.1,0,2019
9,Fall,2019-09-30,2019,30,14.7,3.6,9.2,0,2019
10,Fall,2019-10-01,2019,1,14.8,4.9,9.9,0,2019
10,Fall,2019-10-02,2019,2,15.2,7.3,11.3,1.6,2019
10,Fall,2019-10-03,2019,3,16.1,10.3,13.2,1.6,2019
10,Fall,2019-10-04,2019,4,12.2,9.8,11,3.8,2019
10,Fall,2019-10-05,2019,5,13.9,7.4,10.7,0,2019
10,Fall,2019-10-06,2019,6,12.9,5.3,9.1,0,2019
10,Fall,2019-10-07,2019,7,16.1,10,13.1,16.6,2019
10,Fall,2019-10-08,2019,8,11.9,2.7,7.3,0,2019
10,Fall,2019-10-09,2019,9,10.2,0.8,5.5,0,2019
10,Fall,2019-10-10,2019,10,10.2,-0.7,4.8,0,2019
10,Fall,2019-10-11,2019,11,12.5,1.1,6.8,0,2019
10,Fall,2019-10-12,2019,12,13.5,4.2,8.9,0.8,2019
10,Fall,2019-10-13,2019,13,13.3,6.2,9.8,0.2,2019
10,Fall,2019-10-14,2019,14,13.2,5.4,9.3,0,2019
10,Fall,2019-10-15,2019,15,11.7,6.6,9.2,6.6,2019
10,Fall,2019-10-16,2019,16,13.2,8.2,10.7,14,2019
10,Fall,2019-10-17,2019,17,14.5,8,11.3,9.2,2019
10,Fall,2019-10-18,2019,18,11.2,8.3,9.8,5,2019
10,Fall,2019-10-19,2019,19,10.6,7.9,9.3,6.6,2019
10,Fall,2019-10-20,2019,20,9.1,6.9,8,12.6,2019
10,Fall,2019-10-21,2019,21,10.5,7.3,8.9,39.4,2019
10,Fall,2019-10-22,2019,22,13.2,8,10.6,0,2019
10,Fall,2019-10-23,2019,23,11.9,2.9,7.4,0,2019
10,Fall,2019-10-24,2019,24,13.4,7.2,10.3,1,2019
10,Fall,2019-10-25,2019,25,12.8,8,10.4,3.6,2019
10,Fall,2019-10-26,2019,26,11.9,2.4,7.2,0,2019
10,Fall,2019-10-27,2019,27,10.8,-0.5,5.2,0,2019
10,Fall,2019-10-28,2019,28,9.7,1.3,5.5,0,2019
10,Fall,2019-10-29,2019,29,9,1.6,5.3,0,2019
10,Fall,2019-10-30,2019,30,8.9,-1.8,3.6,0,2019
10,Fall,2019-10-31,2019,31,9.2,1.3,5.3,0,2019
11,Fall,2019-11-01,2019,1,10.5,-1,4.8,0,2019
11,Fall,2019-11-02,2019,2,9.8,0.1,5,0,2019
11,Fall,2019-11-03,2019,3,8.8,1.1,5,0,2019
11,Fall,2019-11-04,2019,4,9.4,1.7,5.6,0,2019
11,Fall,2019-11-05,2019,5,10.3,3.1,6.7,0,2019
11,Fall,2019-11-06,2019,6,10.7,0.8,5.8,0,2019
11,Fall,2019-11-07,2019,7,10.4,1.5,6,0,2019
11,Fall,2019-11-08,2019,8,11.9,2.5,7.2,0,2019
11,Fall,2019-11-09,2019,9,10.4,8.1,9.3,8.2,2019
11,Fall,2019-11-10,2019,10,11.2,4,7.6,0,2019
11,Fall,2019-11-11,2019,11,9.6,2.4,6,0.4,2019
11,Fall,2019-11-12,2019,12,9.4,8,8.7,17.1,2019
11,Fall,2019-11-13,2019,13,11.9,3.7,7.8,0.2,2019
11,Fall,2019-11-14,2019,14,12.8,2.8,7.8,0,2019
11,Fall,2019-11-15,2019,15,13.5,4.9,9.2,9.2,2019
11,Fall,2019-11-16,2019,16,10.4,5.6,8,8.4,2019
11,Fall,2019-11-17,2019,17,13,7.3,10.2,18.6,2019
11,Fall,2019-11-18,2019,18,10.6,8.1,9.4,11.8,2019
11,Fall,2019-11-19,2019,19,10.4,3.4,6.9,2,2019
11,Fall,2019-11-20,2019,20,9.4,-0.7,4.4,0,2019
11,Fall,2019-11-21,2019,21,8.4,-1,3.7,0,2019
11,Fall,2019-11-22,2019,22,7.7,-1.6,3.1,0,2019
11,Fall,2019-11-23,2019,23,9.8,5.2,7.5,1.2,2019
11,Fall,2019-11-24,2019,24,11.3,3.1,7.2,0,2019
11,Fall,2019-11-25,2019,25,7.6,2.2,4.9,3.8,2019
11,Fall,2019-11-26,2019,26,6.8,0.7,3.8,4.8,2019
11,Fall,2019-11-27,2019,27,8.1,0.2,4.2,0,2019
11,Fall,2019-11-28,2019,28,6.1,-4.5,0.8,0,2019
11,Fall,2019-11-29,2019,29,4.5,-5.2,-0.4,0,2019
11,Fall,2019-11-30,2019,30,4.5,-5.5,-0.5,0,2019
12,Winter,2019-12-01,2019,1,4.4,-5,-0.3,6.4,2020
12,Winter,2019-12-02,2019,2,4.7,2.4,3.6,9.6,2020
12,Winter,2019-12-03,2019,3,9.1,4.7,6.9,1.4,2020
12,Winter,2019-12-04,2019,4,9,6.1,7.6,4.8,2020
12,Winter,2019-12-05,2019,5,7.5,0.7,4.1,0,2020
12,Winter,2019-12-06,2019,6,9.3,4.8,7.1,7.4,2020
12,Winter,2019-12-07,2019,7,9.4,7.5,8.5,4.4,2020
12,Winter,2019-12-08,2019,8,8.4,5.1,6.8,0,2020
12,Winter,2019-12-09,2019,9,7.3,2.2,4.8,0,2020
12,Winter,2019-12-10,2019,10,6.1,0,3.1,3,2020
12,Winter,2019-12-11,2019,11,9.1,5.8,7.5,9.8,2020
12,Winter,2019-12-12,2019,12,8.6,4.4,6.5,17.4,2020
12,Winter,2019-12-13,2019,13,8.6,3.3,6,1.8,2020
12,Winter,2019-12-14,2019,14,7.3,3.8,5.6,3.8,2020
12,Winter,2019-12-15,2019,15,6.4,1,3.7,0,2020
12,Winter,2019-12-16,2019,16,5.7,3,4.4,3.6,2020
12,Winter,2019-12-17,2019,17,7.8,4.5,6.2,4.4,2020
12,Winter,2019-12-18,2019,18,8.7,5.9,7.3,8.6,2020
12,Winter,2019-12-19,2019,19,7.3,4.4,5.9,21,2020
12,Winter,2019-12-20,2019,20,8.3,5.6,7,14.6,2020
12,Winter,2019-12-21,2019,21,6,4.8,5.4,5.6,2020
12,Winter,2019-12-22,2019,22,7.8,1.6,4.7,0,2020
12,Winter,2019-12-23,2019,23,6.3,0.4,3.4,0,2020
12,Winter,2019-12-24,2019,24,6.1,2.2,4.2,2.8,2020
12,Winter,2019-12-25,2019,25,6.9,-0.5,3.2,0,2020
12,Winter,2019-12-26,2019,26,5.4,-2.2,1.6,0.8,2020
12,Winter,2019-12-27,2019,27,5.2,2.2,3.7,0.6,2020
12,Winter,2019-12-28,2019,28,6.5,4.1,5.3,3,2020
12,Winter,2019-12-29,2019,29,8.6,5.5,7.1,2.4,2020
12,Winter,2019-12-30,2019,30,8.4,6.5,7.5,5.8,2020
12,Winter,2019-12-31,2019,31,9.8,7,8.4,21.2,2020
